stage,folder,type,current_name,new_name,note
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Crates/Crate1,StaticMesh,Crate1_Whole,SM_Crate1_Whole,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Crates/Crate1,SkeletalMesh,Crate_1Damaged,SK_Crate_1Damaged,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Pillars/Subway,StaticMesh,SubwayPillar1_Gib1,SM_SubwayPillar1_Gib1,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Pillars/Subway,StaticMesh,SubwayPillar1_Gib2,SM_SubwayPillar1_Gib2,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Pillars/Subway,StaticMesh,SubwayPillar1_SM,SM_SubwayPillar1,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Pillars/Subway,SkeletalMesh,SubwayPillar1_SkelMesh,SK_SubwayPillar1_SkelMesh,
3 meshes/sounds/misc,Content/Oxi/Environment/Interactables,StaticMesh,Arcade,SM_Arcade,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Buildings,StaticMesh,MassAve_CornerStore_Mesh,SM_MassAve_CornerStore,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Buildings,StaticMesh,MassAve_House_1_Mesh,SM_MassAve_House_1,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Buildings,StaticMesh,MassAve_House_2_Mesh,SM_MassAve_House_2,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Buildings,StaticMesh,MassAve_House_3_Mesh,SM_MassAve_House_3,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Pavement,StaticMesh,MassAve_CornerCurb_Mesh,SM_MassAve_CornerCurb,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Pavement,StaticMesh,MassAve_CrossWalk_Mesh,SM_MassAve_CrossWalk,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Pavement,StaticMesh,MassAve_Curb_Mesh,SM_MassAve_Curb,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Pavement,StaticMesh,MassAve_Intersection_Mesh,SM_MassAve_Intersection,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/Pavement,StaticMesh,MassAve_Road_1_Mesh,SM_MassAve_Road_1,
3 meshes/sounds/misc,Content/Oxi/Environment/MassAve/TrafficSigns,StaticMesh,TrafficLightPost_1_Mesh,SM_TrafficLightPost_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Props,StaticMesh,CashStack,SM_CashStack,
3 meshes/sounds/misc,Content/Oxi/Environment/Props,StaticMesh,Radio,SM_Radio,
3 meshes/sounds/misc,Content/Oxi/Environment/Props,SoundAttenuation,RadioAttenuation,ATT_RadioAttenuation,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/FX,ParticleSystem,Electric_Spark,PS_Electric_Spark,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/FloorsWalls/Meshes,StaticMesh,FloorTile_1,SM_FloorTile_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/FloorsWalls/Meshes,StaticMesh,WallTile_1,SM_WallTile_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props,StaticMesh,ArrivalTimesSign,SM_ArrivalTimesSign,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props,StaticMesh,TicketMachine_1,SM_TicketMachine_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props,StaticMesh,TrainTracks_1,SM_TrainTracks_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props,StaticMesh,Turnstile_1,SM_Turnstile_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,StaticMesh,ElectricalBox_1,SM_ElectricalBox_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,StaticMesh,ElectricalBox_2,SM_ElectricalBox_2,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,StaticMesh,ElectricalBox_3,SM_ElectricalBox_3,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Lights,StaticMesh,FlourescentLights_1,SM_FlourescentLights_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Lights,StaticMesh,LongFlourescentLights,SM_LongFlourescentLights,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Lights,StaticMesh,PlatformLight_1,SM_PlatformLight_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Pipes,StaticMesh,Pipe_1,SM_Pipe_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Pipes,StaticMesh,Pipe_1_Clamp,SM_Pipe_1_Clamp,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Pipes,StaticMesh,Pipe_1_Corner,SM_Pipe_1_Corner,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Signs,StaticMesh,TrapeloStationSign_Mesh,SM_TrapeloStationSign,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Wires,StaticMesh,HangingWire_1,SM_HangingWire_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Props/Wires,StaticMesh,HangingWire_2,SM_HangingWire_2,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Skyline,NiagaraSystem,CityFire,NS_CityFire,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Skyline,StaticMesh,Skyline_Mesh,SM_Skyline,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Entry,StaticMesh,Entry_PlatformStairs_Mesh,SM_Entry_PlatformStairs,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Entry,StaticMesh,Entry_Stairs_Mesh,SM_Entry_Stairs,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Entry/EntryRoom,StaticMesh,EntryRoom_Mesh,SM_EntryRoom,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Platform,StaticMesh,Platform_Ceiling,SM_Platform_Ceiling,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Platform,StaticMesh,Platform_Tunnel_Mesh,SM_Platform_Tunnel,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Platform,StaticMesh,Platform_Tunnel__StairGap_Mesh,SM_Platform_Tunnel__StairGap,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Structures/Platform,StaticMesh,Platform_Walkway_Mesh,SM_Platform_Walkway,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Trains,CurveFloat,DecelerationCurve,Curve_DecelerationCurve,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Trains,UserDefinedEnum,RedLineTrainState,ERedLineTrainState,
3 meshes/sounds/misc,Content/Oxi/Environment/Subway/Trains,SkeletalMesh,RedLineTrain_SkelMesh,SK_RedLineTrain_SkelMesh,
3 meshes/sounds/misc,Content/Oxi/Gameplay/AISquad/VO,UserDefinedStruct,VoiceOverData,FVoiceOverData,
3 meshes/sounds/misc,Content/Oxi/Gameplay/AISquad/VO,UserDefinedStruct,VoiceOverItem,FVoiceOverItem,
3 meshes/sounds/misc,Content/Oxi/Gameplay/BlueprintHelpers,UserDefinedEnum,OxiAnimStateSignal,EOxiAnimStateSignal,
3 meshes/sounds/misc,Content/Oxi/Gameplay/MiniGames/FlippinBirds,StaticMesh,PinkyMobile,SM_PinkyMobile,
3 meshes/sounds/misc,Content/Oxi/Media/Ads,SkeletalMesh,TVDisplay,SK_TVDisplay,
3 meshes/sounds/misc,Content/Oxi/Media/Ads/Materials,CurveLinearColor,One_Curve,Curve_One,
3 meshes/sounds/misc,Content/Oxi/Media/Ads/Materials,CurveLinearColorAtlas,TVCurves,Curve_TVCurves,
3 meshes/sounds/misc,Content/Oxi/Media/Ads/Materials,CurveLinearColor,TV_Curve,Curve_TV,
3 meshes/sounds/misc,Content/Oxi/Media/GetTheBag,StaticMesh,IcePick_GetTheBag,SM_IcePick_GetTheBag,
3 meshes/sounds/misc,Content/Oxi/Media/Videos,MediaPlayer,Oxi_MediaPlayer,MP_Oxi_MediaPlayer,
3 meshes/sounds/misc,Content/Oxi/Media/Videos/TheSheepAndFoxArcade,FileMediaSource,TheSheepAndFoxArcade_MediaSource,MS_TheSheepAndFoxArcade,
3 meshes/sounds/misc,Content/Oxi/Sounds,SoundWave,Explosion03,S_Explosion03,
3 meshes/sounds/misc,Content/Oxi/Sounds/Destruction,SoundWave,TVExplosion,S_TVExplosion,
3 meshes/sounds/misc,Content/Oxi/Sounds/Environment/Subway,SoundWave,TrainSound1,S_TrainSound1,
3 meshes/sounds/misc,Content/Oxi/Sounds/Environment/Subway,SoundAttenuation,TrainSoundAttenuation,ATT_TrainSoundAttenuation,
3 meshes/sounds/misc,Content/Oxi/Sounds/Music,SoundWave,Prince_Of_Boston,S_Prince_Of_Boston,
3 meshes/sounds/misc,Content/Oxi/Sounds/Music/Temp,SoundWave,Heartbreak1,S_Heartbreak1,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,BeefOnSight,S_BeefOnSight,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Check_It_Out,S_Check_It_Out,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,DP_His_Ass_On_Second,S_DP_His_Ass_On_Second,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,DamnHeSloppy,S_DamnHeSloppy,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,DemonWorshippers,S_DemonWorshippers,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Dont_Touch_The_TV,S_Dont_Touch_The_TV,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,ELP,S_ELP,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,ELP_Is_For_Life,S_ELP_Is_For_Life,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Elian_ComeToFight,S_Elian_ComeToFight,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Elian_DoYouWannaPlayKid,S_Elian_DoYouWannaPlayKid,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Elian_GimmeSomeMoney,S_Elian_GimmeSomeMoney,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Elian_LetsDoItMan,S_Elian_LetsDoItMan,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Elian_YouDontHaveTheMoney,S_Elian_YouDontHaveTheMoney,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Fuck_South_Boston,S_Fuck_South_Boston,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Hurry_it_Up,S_Hurry_it_Up,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,I_mSick,S_I_mSick,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,I_m_Broke,S_I_m_Broke,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,It_s_the_Prince_Of_Boston_Ya_Heard,S_It_s_the_Prince_Of_Boston_Ya_Heard,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Libertad,S_Libertad,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,LittleCuzzo,S_LittleCuzzo,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,MakeSomeMoney,S_MakeSomeMoney,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,NoBullShit,S_NoBullShit,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,No_Going_Back,S_No_Going_Back,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,OpenFloorAmbience,S_OpenFloorAmbience,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,RacistTown,S_RacistTown,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Remember_ELP,S_Remember_ELP,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,RunningGame,S_RunningGame,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,ThatsRight,S_ThatsRight,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Uhhuh,S_Uhhuh,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,WannaGamble,S_WannaGamble,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,WhatsGoodIcePick,S_WhatsGoodIcePick,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Where_U_From,S_Where_U_From,
3 meshes/sounds/misc,Content/Oxi/Sounds/Prison,SoundWave,Who_We_Got_To_Press_Benny,S_Who_We_Got_To_Press_Benny,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO,SoundAttenuation,BaseVFXAttenuation,ATT_BaseVFXAttenuation,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand,SoundAttenuation,BaseHH_SoundAttenuation,ATT_BaseHH_SoundAttenuation,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_BostonIsHHTurf,S_HH1_Voice1_BostonIsHHTurf,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_DotAvePunk,S_HH1_Voice1_DotAvePunk,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_DownTownWhatup,S_HH1_Voice1_DownTownWhatup,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_ELPMock1,S_HH1_Voice1_ELPMock1,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_ELPMock2,S_HH1_Voice1_ELPMock2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_FuckYouIcePick,S_HH1_Voice1_FuckYouIcePick,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_GTFO,S_HH1_Voice1_GTFO,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt1,S_HH1_Voice1_Hurt1,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt10,S_HH1_Voice1_Hurt10,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt11,S_HH1_Voice1_Hurt11,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt12,S_HH1_Voice1_Hurt12,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt13,S_HH1_Voice1_Hurt13,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt14,S_HH1_Voice1_Hurt14,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt2,S_HH1_Voice1_Hurt2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt3,S_HH1_Voice1_Hurt3,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt4,S_HH1_Voice1_Hurt4,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt5,S_HH1_Voice1_Hurt5,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt6,S_HH1_Voice1_Hurt6,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt7,S_HH1_Voice1_Hurt7,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt8,S_HH1_Voice1_Hurt8,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Hurt9,S_HH1_Voice1_Hurt9,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_IcePickComing_1,S_HH1_Voice1_IcePickComing_1,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_IcePickComing_2,S_HH1_Voice1_IcePickComing_2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_IcePickComing_3,S_HH1_Voice1_IcePickComing_3,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_JamaicaPlain,S_HH1_Voice1_JamaicaPlain,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_MattapanYeahl,S_HH1_Voice1_MattapanYeahl,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_NorthEndPunk,S_HH1_Voice1_NorthEndPunk,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_RedLineBelongsToHH,S_HH1_Voice1_RedLineBelongsToHH,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Reload1,S_HH1_Voice1_Reload1,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Reload2,S_HH1_Voice1_Reload2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_Reload3,S_HH1_Voice1_Reload3,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_RoxburyPunk,S_HH1_Voice1_RoxburyPunk,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/HiddenHand/HH1,SoundWave,HH1_Voice1_SouthBostonFool,S_HH1_Voice1_SouthBostonFool,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,BackUp,S_BackUp,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,BackUp2,S_BackUp2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,BackUpMF,S_BackUpMF,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,BackUpMF2,S_BackUpMF2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,Hmmm,S_Hmmm,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,IcePickFool,S_IcePickFool,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,IcePickFool2,S_IcePickFool2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,IcePickFool3,S_IcePickFool3,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,MF,S_MF,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,MF2,S_MF2,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,Move,S_Move,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,MoveMF,S_MoveMF,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,NotSoFast,S_NotSoFast,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,OhLookWhoItIs,S_OhLookWhoItIs,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,OhShit,S_OhShit,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,UhMF,S_UhMF,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,Uhh,S_Uhh,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,WatchOutMF,S_WatchOutMF,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,YeahFool,S_YeahFool,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,YeahIcePick,S_YeahIcePick,
3 meshes/sounds/misc,Content/Oxi/Sounds/VO/IcePick/BattleChatter,SoundWave,YeahIcePickB,S_YeahIcePickB,
3 meshes/sounds/misc,Content/Oxi/Sounds/Weapons,SoundWave,ELPistol_Cocking_Sound,S_ELPistol_Cocking,
3 meshes/sounds/misc,Content/Oxi/Sounds/Weapons,SoundWave,FreeGlockSound,S_FreeGlockSound,
3 meshes/sounds/misc,Content/Oxi/UI/Font,FontFace,Ethnocentric_Rg,FF_Ethnocentric_Rg,
3 meshes/sounds/misc,Content/Oxi/UI/Font,Font,Ethnocentric_Rg_Font,Font_Ethnocentric_Rg,
3 meshes/sounds/misc,Content/Oxi/UI/Font,FontFace,digital-7,FF_digital-7,
3 meshes/sounds/misc,Content/Oxi/UI/Font,Font,digital-7_Font,Font_digital-7,
3 meshes/sounds/misc,Content/Oxi/UI/HUD,FontFace,OpenSans-Regular,FF_OpenSans-Regular,
3 meshes/sounds/misc,Content/Oxi/UI/HUD,Font,OpenSans_Font,Font_OpenSans,
3 meshes/sounds/misc,Content/Oxi/UI/HUD/Scopes,StaticMesh,ScopeProjector_Mesh,SM_ScopeProjector,
3 meshes/sounds/misc,Content/Oxi/VFX,ParticleSystem,BasicExplosion1_P,PS_BasicExplosion1_P,
3 meshes/sounds/misc,Content/Oxi/VFX,StaticMesh,Shape_Plane,SM_Shape_Plane,
3 meshes/sounds/misc,Content/Oxi/VFX/Blobs,StaticMesh,Blob_1,SM_Blob_1,
3 meshes/sounds/misc,Content/Oxi/VFX/Blueprints,ParticleSystem,BloodMist_P,PS_BloodMist_P,
3 meshes/sounds/misc,Content/Oxi/VFX/Blueprints,ParticleSystem,BloodSprayAndMist_P,PS_BloodSprayAndMist_P,
3 meshes/sounds/misc,Content/Oxi/VFX/Blueprints,ParticleSystem,BloodSprayMistGibs_P,PS_BloodSprayMistGibs_P,
3 meshes/sounds/misc,Content/Oxi/VFX/Blueprints,ParticleSystem,MuzzleFlash_1,PS_MuzzleFlash_1,
3 meshes/sounds/misc,Content/Oxi/VFX/Blueprints,ParticleSystem,MuzzleFlash_2,PS_MuzzleFlash_2,
3 meshes/sounds/misc,Content/Oxi/VFX/Impact,ParticleSystem,Basic_Impact,PS_Basic_Impact,
3 meshes/sounds/misc,Content/Oxi/VFX/Impact,ParticleSystem,BigConcreteImpact,PS_BigConcreteImpact,
3 meshes/sounds/misc,Content/Oxi/VFX/Impact,ParticleSystem,SmallConcreteImpact1,PS_SmallConcreteImpact1,
3 meshes/sounds/misc,Content/Oxi/VFX/New,NiagaraSystem,BaseBloodImpact_FX,NS_BaseBloodImpact,
3 meshes/sounds/misc,Content/Oxi/VFX/New,NiagaraSystem,BaseSparksExplosion_FX,NS_BaseSparksExplosion,
3 meshes/sounds/misc,Content/Oxi/VFX/New,NiagaraSystem,BaseSparksExplosion_FX1,NS_BaseSparksExplosion_FX1,
3 meshes/sounds/misc,Content/Oxi/VFX/New,NiagaraSystem,ElectricShock_FX,NS_ElectricShock,
3 meshes/sounds/misc,Content/Oxi/VFX/Shapes,StaticMesh,FXArc,SM_FXArc,
3 meshes/sounds/misc,Content/Oxi/Vehicles/ElpWhip,SkeletalMesh,ElpWhip_Mesh,SK_ElpWhip,
3 meshes/sounds/misc,Content/Oxi/Vehicles/ElpWhip,UserDefinedEnum,ElpWhip_State,EElpWhip_State,
3 meshes/sounds/misc,Content/Oxi/Weapons,UserDefinedStruct,CrosshairImageData,FCrosshairImageData,
3 meshes/sounds/misc,Content/Oxi/Weapons/EL_Pistol,StaticMesh,ELPistolShell,SM_ELPistolShell,
3 meshes/sounds/misc,Content/Oxi/Weapons/EL_Pistol,SkeletalMesh,ELPistol_Mesh,SK_ELPistol,
3 meshes/sounds/misc,Content/Oxi/Weapons/EL_Rifle,SkeletalMesh,ElpRifle_Mesh,SK_ElpRifle,
3 meshes/sounds/misc,Content/Oxi/Weapons/EL_Shotty,SoundWave,DblShotty_Fire,S_DblShotty_Fire,
3 meshes/sounds/misc,Content/Oxi/Weapons/EL_Shotty,SkeletalMesh,DblShotty_Mesh,SK_DblShotty,
3 meshes/sounds/misc,Content/Oxi/Weapons/ElpKnife,SkeletalMesh,ElpKnife_Mesh,SK_ElpKnife,
3 meshes/sounds/misc,Content/Oxi/Weapons/FX,NiagaraSystem,BaseBulletTracer_FX,NS_BaseBulletTracer,
4 code-referenced (update C++/ini first),Content/Oxi/Core/MPCs,MaterialParameterCollection,FakeLight_MPC,MPC_FakeLight,referenced by C++/ini - update path first
4 code-referenced (update C++/ini first),Content/Oxi/Core/Materials,OxiOutlinePalette,BaseOutlinePalette,DA_BaseOutlinePalette,referenced by C++/ini - update path first
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Animations,AnimSequence,ChironexHitReaction1_Anim,A_ChironexHitReaction1,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Animations,AnimSequence,ChironexHitReaction2_Anim,A_ChironexHitReaction2,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Animations,AnimSequence,ChironexHitReaction3_Anim,A_ChironexHitReaction3,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Animations,AnimSequence,ChironexHitReaction4_Anim,A_ChironexHitReaction4,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Animations,AnimSequence,SentryIdle_Anim,A_SentryIdle,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Blueprints,AnimBlueprint,Chironex_AnimBP,ABP_Chironex,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Meshes,Skeleton,ChrinoxexAGibs1_Skeleton,SKEL_ChrinoxexAGibs1,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Meshes,PhysicsAsset,Sentry_Physics,PHYS_Sentry_Physics,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Meshes,Skeleton,Sentry_Skeleton,SKEL_Sentry,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Meshes/Gibs,PhysicsAsset,ChrinoxexAGibs1_Physics,PHYS_ChrinoxexAGibs1_Physics,
"5 skeleton+anims (rename together, compile ABP)",Content/Oxi/Characters/HiddenHand/Chironex/Meshes/Gibs,PhysicsAsset,ChrinoxexAGibs2_Physics,PHYS_ChrinoxexAGibs2_Physics,
